Location,temperature,humidity,ph,rainfall,label,price,Price_Date
Colachal,31.02215872,45.89239456,6.68727523,53.56783314,Moth Beans,166,26-Sept-15
Coimbatore North,25.74095321,45.38497051,7.88118645,67.43488235,Moth Beans,284,27-Sept-15
Coimbatore (South),31.70447482,56.85420099,5.875333778,44.94317432,Moth Beans,492,28-Sept-15
Chidambaram,24.47876451,58.51663927,8.202706015,34.96933295,Moth Beans,576,29-Sept-15
Cheyyur,31.46511256,51.79939437,8.985348193,74.44330654,Moth Beans,903,30-Sept-15
Cheyyar,25.60973447,50.7330069,5.87707519,53.39249517,Moth Beans,670,01-Oct-15
Chepauk-Thiruvallikeni,30.30260453,47.18283631,7.707595055,68.04039813,Moth Beans,1029,02-Oct-15
Chengam,28.17489437,43.6672299,4.524171562,45.78172762,Moth Beans,1137,03-Oct-15
Chengalpattu,25.50634557,44.8302551,9.926212291,74.32635105,Moth Beans,1230,04-Oct-15
Bodinayakanur,31.12896766,43.58788762,6.455592696,32.76742894,Moth Beans,1345,05-Oct-15
Bhuvanagiri,26.34043268,55.59160391,8.016210782,35.1051197,Moth Beans,1171,06-Oct-15
Bhavanisagar,28.23494706,61.5620517,3.71105919,72.66666443,Moth Beans,1308,07-Oct-15
Bhavani,27.04453473,49.32609633,5.49091063,48.25207759,Moth Beans,1382,08-Oct-15
Bargur,25.16125354,55.25435777,9.254089438,40.89732789,Moth Beans,1464,09-Oct-15
Avanashi,27.3179125,51.66921088,6.005242945,32.55919573,Moth Beans,1769,10-Oct-15
Avadi,25.4123765,49.66474269,7.437078236,31.87416982,Moth Beans,1262,11-Oct-15
Attur,31.21629982,46.01868196,3.808429173,53.1205277,Moth Beans,634,12-Oct-15
Athoor,30.573999,58.22686794,5.818219385,62.74803826,Moth Beans,65,13-Oct-15
Aruppukkottai,25.42517036,53.2208266,4.52363558,46.19374559,Moth Beans,10,14-Oct-15
Ariyalur,27.09400578,43.65305437,3.510404312,41.53749535,Moth Beans,16,15-Oct-15
Arcot,24.30935081,56.32938343,6.030447288,58.99536268,Moth Beans,44,16-Oct-15
Aravakurichi,30.06142622,45.90067655,5.498340808,41.0550915,Moth Beans,56,17-Oct-15
Aranthangi,28.09568993,60.9835384,4.61136408,33.84110759,Moth Beans,118,18-Oct-15
Arani,26.33908791,40.00933429,5.545219232,55.50429227,Moth Beans,516,19-Oct-15
Arakkonam,28.61409059,57.14218792,8.292875734,57.02891698,Moth Beans,680,20-Oct-15
Anthiyur,28.70012137,44.359648,3.828031463,44.11622138,Moth Beans,1514,21-Oct-15
Anna Nagar,24.21610338,59.79236306,8.869532817,42.24783476,Moth Beans,1464,22-Oct-15
Andipatti,28.50677929,45.20094476,3.793575185,66.1761456,Moth Beans,1512,23-Oct-15
Anaikattu,25.97948991,64.95585424,4.193189124,72.19245835,Moth Beans,1202,24-Oct-15
Ambur,30.88482722,41.36561835,7.661537348,55.053805,Moth Beans,886,25-Oct-15
Ambattur,25.5042419,61.66852372,9.392694614,65.07981523,Moth Beans,1155,26-Oct-15
Ambasamudram,25.12528913,51.33189406,4.516154055,38.48678973,Moth Beans,1060,27-Oct-15
Alangulam,27.10508014,63.56791363,5.794289715,62.20279647,Moth Beans,1159,28-Oct-15
Alangudi,31.1006247,44.82069159,7.354286985,70.79934452,Moth Beans,1041,29-Oct-15
Alandur,26.45707778,56.40226277,5.993513566,64.16167699,Moth Beans,1147,30-Oct-15
Yercaud,30.04132304,63.56222995,8.620107545,31.83192392,Moth Beans,1118,31-Oct-15
Vriddhachalam,27.77799528,54.82130787,9.45949344,50.28438729,Moth Beans,1388,01-Nov-15
Virugambakkam,30.99256944,43.02151392,8.0344125,58.27600682,Moth Beans,1142,02-Nov-15
Virudhunagar,26.4908332,47.36534833,5.414492777,36.99362831,Moth Beans,1035,03-Nov-15
Viralimalai,31.96987867,57.17377029,6.276004336,64.25520357,Moth Beans,1047,04-Nov-15
Villupuram,25.36140526,46.82652785,9.160691747,55.60523179,Moth Beans,499,05-Nov-15
Villivakkam,25.54249137,56.96640758,7.887658711,48.46797044,Moth Beans,83,06-Nov-15
Vilavancode,28.99319096,62.85948245,8.183844843,70.4713043,Moth Beans,12,07-Nov-15
Vilathikulam,29.34317422,60.50320928,9.072011412,34.03335472,Moth Beans,21,08-Nov-15
Vikravandi,28.63618921,61.39451307,7.702287236,68.54877876,Moth Beans,23,09-Nov-15
Veppanahalli,24.83206631,44.17085032,5.88509677,52.0810886,Moth Beans,77,10-Nov-15
Vellore,25.44689075,58.55363573,6.16496284,57.04826619,Moth Beans,124,11-Nov-15
Velachery,31.01274943,62.40392519,3.504752314,63.77192383,Moth Beans,429,12-Nov-15
Veerapandi,27.06179658,52.3003173,7.388007483,60.74583498,Moth Beans,534,13-Nov-15
Vedasandur,27.0956288,42.26206161,8.340398059,71.1271039,Moth Beans,739,14-Nov-15
Vedaranyam,28.56800579,57.30636014,8.66077954,64.53027638,Moth Beans,861,15-Nov-15
Vasudevanallur,28.79929247,49.84213387,3.558822825,40.85534718,Moth Beans,1084,16-Nov-15
Vanur,27.94293692,45.41393636,5.9565851,69.66289997,Moth Beans,911,17-Nov-15
Vaniyambadi,30.47757686,61.58245338,9.416003106,61.86633917,Moth Beans,879,18-Nov-15
Vandavasi,30.58139475,50.77148138,8.18422855,64.58559639,Moth Beans,871,19-Nov-15
Valparai,26.85911286,41.81420849,5.131779302,44.13827124,Moth Beans,796,20-Nov-15
Uthiramerur,26.31051759,61.18749126,6.294130313,35.73403813,Moth Beans,954,21-Nov-15
Uthangarai,28.77833449,44.2252605,7.991902443,33.95825723,Moth Beans,1135,22-Nov-15
Usilampatti,28.90245417,43.35365671,8.923095695,71.90018566,Moth Beans,812,23-Nov-15
Ulundurpettai,29.37687468,57.69622912,6.878498176,38.34303462,Moth Beans,861,24-Nov-15
Udumalaipettai,24.17093241,58.25204566,5.243634849,59.18953429,Moth Beans,985,25-Nov-15
Udhagamandalam,26.65333029,59.79023382,7.550090941,36.91852635,Moth Beans,1178,26-Nov-15
Tittakudi,28.19912143,53.50567601,8.709291688,52.13580529,Moth Beans,1149,27-Nov-15
Tiruvannamalai,28.76488954,52.62741529,7.792508068,55.21606732,Moth Beans,856,28-Nov-15
Tiruvaikuntam,29.3499706,61.25353851,8.055908858,40.82840673,Moth Beans,240,29-Nov-15
Tiruvadanai,28.00937423,52.60950014,4.397698806,36.01203025,Moth Beans,33,30-Nov-15
Tiruttani,26.85851927,48.8246387,5.952384957,34.7426459,Moth Beans,16,01-Dec-15
Tiruppur (South),31.2123945,40.92604945,8.532078733,53.78769958,Moth Beans,8,02-Dec-15
Tiruppur (North),24.20422636,61.43378674,7.224193642,46.0203959,Moth Beans,20,03-Dec-15
"Tiruppattur, Sivaganga",29.98835437,49.60384796,4.931890506,52.92929636,Moth Beans,41,04-Dec-15
"Tirupattur, Vellore",29.93964907,54.61813464,4.626212446,45.43669946,Moth Beans,81,05-Dec-15
Tirunelveli,31.2119298,41.55934359,5.026003659,68.80141783,Moth Beans,315,06-Dec-15
Tirumangalam,26.80474415,48.23991436,3.5253661,43.87801983,Moth Beans,493,07-Dec-15
Tirukkoyilur,31.49398069,62.84916863,8.86979671,64.56807592,Moth Beans,627,08-Dec-15
Tiruchuli,30.99694676,46.42693735,9.406887533,38.31597852,Moth Beans,677,09-Dec-15
Tiruchirappalli (West),29.61253065,63.04749127,5.80428611,50.1978269,Moth Beans,920,10-Dec-15
Tiruchirappalli (East),29.97604322,57.03184356,8.35495812,44.86052932,Moth Beans,528,11-Dec-15
Tiruchengodu,30.88883074,52.62696801,8.634929739,55.51932414,Moth Beans,745,12-Dec-15
Tiruchendur,30.39321309,60.16299493,7.699200949,35.37493212,Moth Beans,834,13-Dec-15
Tindivanam,30.43683729,55.20522037,5.261285926,30.92014047,Moth Beans,782,14-Dec-15
Thuraiyur,25.32688786,63.18180319,9.112771682,32.71129281,Moth Beans,888,15-Dec-15
Thousand Lights,30.53684308,59.96664731,4.605700542,33.48919022,Moth Beans,966,16-Dec-15
Thoothukudi,30.38257873,40.5926071,7.115994051,47.95406479,Moth Beans,822,17-Dec-15
Thondamuthur,24.01825377,53.76623369,7.214078621,35.03404425,Moth Beans,896,18-Dec-15
Thiruvottiyur,28.69841277,61.14754363,9.93509073,65.67591794,Moth Beans,1058,19-Dec-15
Thiruvidaimarudur,29.33743412,49.00323081,8.914074888,42.44054315,Moth Beans,1127,20-Dec-15
Thiruverumbur,27.96583691,61.34900107,8.639586199,70.10472076,Moth Beans,1258,21-Dec-15
Thiruvarur,24.86803974,48.27531965,8.621514073,63.9187654,Moth Beans,1111,22-Dec-15
Thiruvallur,25.87682261,45.96341933,5.838508699,38.53254678,Moth Beans,380,23-Dec-15
Thiruvaiyaru,31.01963639,49.9767522,3.532008668,32.81296548,Moth Beans,79,24-Dec-15
Thiruthuraipoondi,26.7627493,92.86056895,6.420018717,224.5903664,Coconut,18,25-Dec-15
Thiruporur,25.61294367,94.3138837,5.740054567,224.3206759,Coconut,20,26-Dec-15
Thiruparankundram,28.130115,95.64807631,5.686972967,151.0761899,Coconut,29,27-Dec-15
Thirumayam,25.02887163,91.53720922,6.293662363,179.8248944,Coconut,69,28-Dec-15
Thiru. Vi. Ka. Nagar,27.79797651,99.64573002,6.381975465,181.6942283,Coconut,102,29-Dec-15
Thanjavur,29.25902906,95.11294697,5.542169139,184.7624496,Coconut,234,30-Dec-15
Thalli,27.10134661,93.69979946,5.551963184,150.9502632,Coconut,426,31-Dec-15
Tenkasi,25.84726298,90.92669463,5.860740481,147.8888994,Coconut,597,01-Jan-16
Tambaram,26.58580443,90.98617591,5.558807063,178.8116076,Coconut,567,02-Jan-16
T. Nagar,28.38503882,99.18843684,5.55771171,189.6711349,Coconut,875,03-Jan-16
Sulur,28.43647052,91.81320717,5.568365926,145.5414413,Coconut,827,04-Jan-16
Srivilliputhur,28.27298134,96.93649473,6.07071786,198.8234862,Coconut,929,05-Jan-16
Srirangam,27.00648436,96.46168931,5.627860549,144.3331315,Coconut,912,06-Jan-16
Sriperumbudur,27.63551259,99.34854917,6.38488418,157.9171537,Coconut,906,07-Jan-16
Sivakasi,26.29644905,99.65809151,5.685889066,215.9195049,Coconut,671,08-Jan-16
Sivaganga,27.1326009,95.23797989,6.234458417,204.7206567,Coconut,806,09-Jan-16
Sirkazhi,25.56567803,97.61361544,6.443168642,199.7936345,Coconut,1117,10-Jan-16
Singanallur,25.94951662,93.40548703,5.842317989,172.0540491,Coconut,1002,11-Jan-16
Sholingur,28.03380598,95.01630593,5.955742971,218.0055713,Coconut,1163,12-Jan-16
Sholinganallur,29.12859129,91.30924833,5.741367375,157.2388553,Coconut,1052,13-Jan-16
Sholavandan,27.0828252,97.00155491,5.948342571,171.7575545,Coconut,1168,14-Jan-16
Senthamangalam,28.11321494,90.01734526,6.387067562,172.4813641,Coconut,1366,15-Jan-16
Sattur,27.5136304,94.18955816,5.562911913,156.6732553,Coconut,1240,16-Jan-16
Sankarapuram,27.63834933,95.48763389,5.85971872,205.5463111,Coconut,602,17-Jan-16
Sankarankovil,29.01256899,94.01014388,6.282955073,150.0500312,Coconut,154,18-Jan-16
Sankagiri,26.58413917,95.78923137,6.25449571,171.6262299,Coconut,97,19-Jan-16
Salem (West),28.28905147,97.00396405,5.973853124,142.9403233,Coconut,50,20-Jan-16
Salem (South),28.69164799,96.65248672,6.081568052,178.9635457,Coconut,95,21-Jan-16
Salem (North),29.70931288,96.30484325,6.37466756,209.8453993,Coconut,109,22-Jan-16
Saidapet,27.14865285,96.66355213,6.027707171,149.2433497,Coconut,265,23-Jan-16
Royapuram,29.28725038,91.95614918,5.868285082,132.1491176,Coconut,392,24-Jan-16
Rishivandiyam,25.06871967,93.31410447,6.205931638,134.8419069,Coconut,633,25-Jan-16
Rasipuram,26.92449525,91.20106019,5.570745386,194.9022136,Coconut,742,26-Jan-16
Ranipet,28.27804288,93.64761266,6.095261013,171.9457959,Coconut,963,27-Jan-16
Ramanathapuram,29.18032562,92.73041222,6.025789594,204.9603677,Coconut,747,28-Jan-16
Rajapalayam,28.3575072,91.64509299,5.542873799,160.7306991,Coconut,908,29-Jan-16
Radhapuram,29.38072512,93.27565685,6.366219551,6.323969079,Coconut,1005,30-Jan-16
Pudukkottai,25.39241091,98.08951196,5.579845008,218.080385,Coconut,894,31-Jan-16
Poonamallee,26.31270635,98.62048026,5.804965067,208.1181381,Coconut,1062,01-Feb-16
Poompuhar,29.52501367,91.91185319,6.121005506,194.3100272,Coconut,1240,02-Feb-16
Ponneri,6.323969079,92.17170353,6.000248647,145.4172387,Coconut,897,03-Feb-16
Polur,28.48444906,97.76865458,5.820978791,160.389421,Coconut,859,04-Feb-16
Pollachi,28.74013335,93.39676499,5.620733794,156.7650823,Coconut,996,05-Feb-16
Perundurai,25.00872392,95.59224018,6.001936419,165.8092179,Coconut,1042,06-Feb-16
Periyakulam,29.8690834,91.14723422,6.305740522,192.7678575,Coconut,1214,07-Feb-16
Peravurani,27.54273211,94.59086121,6.362544111,150.2012138,Coconut,912,08-Feb-16
Perambur,26.52166434,98.38227669,6.323969079,144.6261698,Coconut,428,09-Feb-16
Perambalur,25.03512351,95.89739958,6.182232762,174.796583,Coconut,80,10-Feb-16
Pennagaram,6.323969079,95.66997327,5.959493188,211.2506267,Coconut,21,11-Feb-16
Pattukkottai,27.05826457,91.10510371,6.323969079,224.7006953,Coconut,12,12-Feb-16
Paramathi Velur,26.18552389,96.96637916,5.612122797,135.4186222,Coconut,22,13-Feb-16
Paramakudi,27.59376845,92.48519606,6.206077742,162.8432736,Coconut,30,14-Feb-16
Pappireddippatti,25.76011662,94.65830608,5.764812076,131.2451414,Coconut,20,15-Feb-16
Papanasam,28.87862994,95.11320315,6.203376525,145.0583117,Coconut,66,16-Feb-16
Panruti,26.50908611,94.48414544,6.143662699,199.8778403,Coconut,140,17-Feb-16
Pallavaram,26.87037587,91.72546257,6.100429497,214.4128874,Coconut,326,18-Feb-16
Palladam,27.57283516,94.90485697,5.708409601,145.9298935,Coconut,361,19-Feb-16
Palayamkottai,28.05912437,6.323969079,5.868255858,171.6516396,Coconut,553,20-Feb-16
Palani,29.51611558,92.56492864,6.461225827,131.2116167,Coconut,503,21-Feb-16
Palacode,28.96318258,95.16333673,6.165084855,6.323969079,Coconut,547,22-Feb-16
Padmanabhapuram,25.09897688,92.36099489,6.047044342,157.7592626,Coconut,442,23-Feb-16
Ottapidaram,6.323969079,92.19906776,6.137102505,141.3220576,Coconut,531,24-Feb-16
Orathanadu,29.03065024,90.79093862,5.894027065,205.5720367,Coconut,561,25-Feb-16
Omalur,27.754298,95.94643831,5.56222383,131.0900076,Coconut,540,26-Feb-16
Oddanchatram,27.31155708,99.96906006,5.832608028,201.8258633,Coconut,448,27-Feb-16
Nominated (Anglo-Indian community,28.84270971,99.64328526,6.218571874,224.4016682,Coconut,438,28-Feb-16
Nilakottai,26.61423461,96.97300803,6.142010637,191.006688,Coconut,336,29-Feb-16
Neyveli,29.70143197,95.65754365,6.078807239,215.1968037,Coconut,319,01-Mar-16
Natham,25.54759871,91.64194826,5.702484758,212.867626,Coconut,568,02-Mar-16
Nannilam,26.37978453,91.49882979,5.547594847,167.0470997,Coconut,633,03-Mar-16
Nanguneri,27.45907759,92.90736493,5.836075368,142.1430003,Coconut,213,04-Mar-16
Namakkal,27.02269204,95.71935435,6.231662767,147.1682459,Coconut,22,05-Mar-16
Nagercoil,28.98545306,90.73966792,5.718120393,148.8398374,Coconut,1,06-Mar-16
Nagapattinam,26.1055118,91.52421214,5.852038202,134.1279669,Coconut,9,07-Mar-16
Mylapore,25.0707247,95.02156793,5.547933273,192.9036306,Coconut,21,08-Mar-16
Musiri,25.54963273,96.92786777,6.156259104,191.2996157,Coconut,30,09-Mar-16
Mudhukulathur,28.56973521,95.67906668,6.436314406,134.8370348,Coconut,26,10-Mar-16
Modakkurichi,26.07010807,96.7036223,5.981169595,143.533473,Coconut,37,11-Mar-16
Mettur,25.51791333,94.38420565,6.271952833,178.7297725,Coconut,98,12-Mar-16
Mettupalayam,25.9490364,94.73860514,6.470465614,144.1571109,Coconut,265,13-Mar-16
Melur,28.2974764,95.41122824,6.141502001,182.4482352,Coconut,361,14-Mar-16
Mayiladuthurai,29.56549169,91.40896307,5.826381164,224.8315729,Coconut,352,15-Mar-16
Mannargudi,29.69952329,95.21224392,6.342463714,148.3003692,Coconut,723,16-Mar-16
Manapaarai,26.14162144,93.28415295,6.071897347,195.4115025,Coconut,828,17-Mar-16
Manamadurai,26.00175125,94.79998418,6.331051715,209.540094,Coconut,975,18-Mar-16
Manachanallur,27.15116142,91.48889469,6.413184638,164.9182225,Coconut,698,19-Mar-16
Mailam,28.97318719,98.09861043,5.50158009,213.9011021,Coconut,1096,20-Mar-16
Maduravoyal,26.13958446,96.38580769,6.323969079,131.3387935,Coconut,1392,21-Mar-16
Maduranthakam,25.51618488,94.33465411,6.015672239,135.1272491,Coconut,1329,22-Mar-16
Madurai West,27.55821802,99.98187601,5.735364307,174.6256481,Coconut,1261,23-Mar-16
Madurai South,6.323969079,97.48410555,6.465906333,154.0621221,Coconut,1353,24-Mar-16
Madurai North,25.60033702,99.7240104,5.855457599,165.8248732,Coconut,1650,25-Mar-16
Madurai East,26.91641934,99.84671638,6.318552973,6.323969079,Coconut,1547,26-Mar-16
Madurai Central,29.1797902,90.27214288,6.006784979,188.9252083,Coconut,1290,27-Mar-16
Madavaram,26.44600063,98.29937782,6.008386283,221.2258168,Coconut,425,28-Mar-16
Madathukulam,28.43572863,95.8840407,5.665785202,203.9283708,Coconut,36,29-Mar-16
Lalgudi,28.94099669,93.00109012,5.764615485,191.7723087,Coconut,21,30-Mar-16
Kurinjipadi,26.45488737,93.45042636,5.901495544,149.2220255,Coconut,16,31-Mar-16
Kunnam,25.79490531,93.84150618,5.779032666,152.4238712,Coconut,98,01-Apr-16
Kumbakonam,26.93141945,98.80313612,5.67154928,166.5712879,Coconut,110,02-Apr-16
Kumarapalayam,29.48439992,63.19915325,7.454532137,71.89090748,Black gram,89,03-Apr-16
Kulithalai,26.73433965,68.13999721,7.040056094,67.15096376,Black gram,508,04-Apr-16
Krishnarayapuram,6.323969079,62.28814857,7.418650668,70.23207557,Black gram,727,05-Apr-16
Krishnagiri,34.03679184,67.21113844,6.501869314,73.23573601,Black gram,1180,06-Apr-16
Kovilpatti,28.03644051,65.06601664,6.814410928,72.49507741,Black gram,1254,07-Apr-16
Kolathur,28.81460716,65.33538112,7.581442888,62.26242533,Black gram,1134,08-Apr-16
Kinathukadavu,34.03619494,64.28791388,6.323969079,66.85510868,Black gram,887,09-Apr-16
Kilvelur,33.8642935,61.57072498,6.573531614,68.02199825,Black gram,934,10-Apr-16
Kilpennathur,32.84213012,68.68401492,7.543804223,73.67166182,Black gram,1192,11-Apr-16
Killiyoor,27.10053268,63.36085585,6.5408208,73.84949872,Black gram,834,12-Apr-16
Kavundampalayam,6.323969079,61.18235808,7.22405917,69.28607828,Black gram,968,13-Apr-16
Kattumannarkoil,32.34744009,66.61452812,7.551364319,64.55882254,Black gram,1033,14-Apr-16
Katpadi,29.58949031,68.32176769,6.323969079,67.53021213,Black gram,958,15-Apr-16
Karur,30.91219459,68.79427388,7.747775263,66.63830637,Black gram,1134,16-Apr-16
Karaikudi,28.12787838,6.323969079,6.706505915,70.86340755,Black gram,1085,17-Apr-16
Kanniyakumari,30.08545364,69.34811988,6.668238556,67.1367443,Black gram,1369,18-Apr-16
Kangayam,31.74379487,62.51007687,7.332375138,68.97097538,Black gram,1350,19-Apr-16
Kancheepuram,27.81326852,62.50460464,7.596802025,69.75555541,Black gram,706,20-Apr-16
Kallakurichi,32.88733849,64.59457409,7.70650895,71.50569456,Black gram,545,21-Apr-16
Kalasapakkam,29.36358721,64.98742947,7.366542647,61.91208707,Black gram,29,22-Apr-16
Kadayanallur,27.82592799,67.5861883,6.919243702,74.01229707,Black gram,42,23-Apr-16
K. V. Kuppam,28.49538735,60.44848407,7.187721818,74.91559514,Black gram,31,24-Apr-16
Jolarpet,27.74274761,68.53997144,7.075886472,71.78615328,Black gram,19,25-Apr-16
Jayankondam,30.41588462,67.66323804,6.74441168,63.02473185,Black gram,77,26-Apr-16
Hosur,27.3254209,69.09047809,6.726469088,61.19250859,Black gram,75,27-Apr-16
Harur,30.28496619,61.69295127,6.628264883,65.62859526,Black gram,300,28-Apr-16
Harbour,28.56840626,61.53278622,7.127064207,63.49726331,Black gram,535,29-Apr-16
Gummidipoondi,25.36586097,66.6379724,7.538631462,65.81655892,Black gram,795,30-Apr-16
Gudiyattam,34.9466155,65.26774011,6.323969079,70.1415139,Black gram,1025,01-May-16
Gudalur,25.09737391,67.72837887,6.859409487,74.61649888,Black gram,1010,02-May-16
Gobichettipalayam,32.47648301,64.34848735,7.397190844,65.820457,Black gram,834,03-May-16
Gingee,33.86351172,68.59232289,6.880245789,69.24464096,Black gram,863,04-May-16
Gangavalli,25.19857725,60.37332688,6.581313137,70.88787207,Black gram,838,05-May-16
Gandharvakottai,6.323969079,69.01852894,7.296972161,61.46892873,Black gram,783,06-May-16
Erode (West),34.89814946,63.59948557,6.323969079,64.72797143,Black gram,852,07-May-16
Erode (East),31.74105409,68.63525428,7.241148507,62.3061735,Black gram,1091,08-May-16
Egmore,27.16159076,66.76017239,6.92009048,69.85112265,Black gram,876,09-May-16
Edapadi,26.23773129,67.88521396,7.504608385,73.58663968,Black gram,1032,10-May-16
Dr. Radhakrishnan Nagar,30.20157245,60.06534859,7.152272256,66.37171179,Black gram,1110,11-May-16
Dindigul,31.55846339,67.83563765,7.137004749,74.86960831,Black gram,1192,12-May-16
Dharmapuri,29.67892453,69.0854554,6.808041722,65.66436565,Black gram,1057,13-May-16
Dharapuram,27.05365239,67.7017527,7.393631868,60.4693835,Black gram,690,14-May-16
Cumbum,34.63880966,61.38597868,7.69950698,72.43169115,Black gram,399,15-May-16
Cuddalore,33.39438752,6.323969079,6.602888249,63.57445989,Black gram,103,16-May-16
Coonoor,28.84079155,63.37230676,6.734447425,70.25496749,Black gram,37,17-May-16
Colachal,31.49338309,63.0563645,6.521217963,71.48327008,Black gram,21,18-May-16
Coimbatore North,25.54960633,63.95425534,7.707332484,63.1830529,Black gram,20,19-May-16
Coimbatore (South),34.37329112,69.69366426,6.596719015,70.27184748,Black gram,50,20-May-16
Chidambaram,34.6008247,63.11296779,7.403623355,6.323969079,Black gram,97,21-May-16
Cheyyur,29.43463808,64.94329356,7.517097,72.17818157,Black gram,286,22-May-16
Cheyyar,29.10713092,6.323969079,7.17620823,67.83345933,Black gram,544,23-May-16
Chepauk-Thiruvallikeni,28.57006111,65.71765781,6.593961761,70.0866434,Black gram,728,24-May-16
Chengam,27.54384835,69.3478631,7.143942758,69.40878198,Black gram,876,25-May-16
Chengalpattu,33.04687968,68.93875631,6.690655045,62.30278274,Black gram,902,26-May-16
Bodinayakanur,33.95309131,69.96100028,7.423530351,6.323969079,Black gram,696,27-May-16
Bhuvanagiri,30.11873003,60.11680815,6.578714843,71.72980375,Black gram,866,28-May-16
Bhavanisagar,6.323969079,66.17587668,7.497469256,69.43895491,Black gram,956,29-May-16
Bhavani,27.26458947,68.01232937,7.775306272,68.91754359,Black gram,893,30-May-16
Bargur,31.35730791,64.24992106,7.322555223,63.85668948,Black gram,1015,31-May-16
Avanashi,31.52104732,66.55723677,7.580527339,61.71111448,Black gram,1142,01-Jun-16
Avadi,29.39982732,64.25510719,7.108450121,67.47677295,Black gram,919,02-Jun-16
Attur,29.38400259,64.14928485,6.323969079,65.24194361,Black gram,896,03-Jun-16
Athoor,28.38686534,61.88871127,7.405176138,74.24459122,Black gram,1026,04-Jun-16
Aruppukkottai,6.323969079,63.53604453,6.500144962,69.5274407,Black gram,1120,05-Jun-16
Ariyalur,30.64095781,61.14508627,7.167435834,71.36947525,Black gram,317,06-Jun-16
Arcot,25.25596239,61.36669662,6.323969079,68.64685069,Black gram,761,07-Jun-16
Aravakurichi,32.97030511,60.18122078,7.586642101,73.44678678,Black gram,973,08-Jun-16
Aranthangi,33.66855394,66.60416867,7.534811833,67.32520551,Black gram,586,09-Jun-16
Arani,32.83963757,67.99803573,7.251000789,73.40452716,Black gram,361,10-Jun-16
Arakkonam,27.45853567,62.90020977,6.513620918,69.46020927,Black gram,24,11-Jun-16
Anthiyur,25.68576704,69.84354028,7.121254928,74.62068748,Black gram,51,12-Jun-16
Anna Nagar,30.0328403,64.14800537,7.574561547,71.21006868,Black gram,75,13-Jun-16
Andipatti,28.20667264,6.323969079,7.350869792,64.32887142,Black gram,107,14-Jun-16
Anaikattu,28.27265858,61.18956161,7.513151076,63.29900785,Black gram,388,15-Jun-16
Ambur,28.5417236,64.2020154,7.025607706,69.68862306,Black gram,417,16-Jun-16
Ambattur,26.87187036,61.61367264,6.804253866,6.323969079,Black gram,637,17-Jun-16
Ambasamudram,32.79766751,68.77994074,7.163043872,64.11411069,Black gram,838,18-Jun-16
Alangulam,26.42333018,6.323969079,7.338929556,63.46546487,Black gram,1046,19-Jun-16
Alangudi,29.79181107,63.38789228,6.621323612,63.02169909,Black gram,765,20-Jun-16
Alandur,27.44003279,67.10464369,6.661870999,72.50669768,Black gram,817,21-Jun-16
Yercaud,6.323969079,65.14877461,7.733149554,70.40795007,Black gram,1159,22-Jun-16
Vriddhachalam,30.94908189,64.23364112,7.402891666,62.78730907,Black gram,794,23-Jun-16
Virugambakkam,28.75751783,61.02701476,6.323969079,73.37686831,Black gram,891,24-Jun-16
Virudhunagar,27.24766491,66.10123083,7.04174124,62.31842057,Black gram,1072,25-Jun-16
Viralimalai,28.63005477,66.770943,7.353876754,62.2737345,Black gram,1228,26-Jun-16
Villupuram,26.41768321,63.64698302,7.026795359,64.42177127,Black gram,1103,27-Jun-16
Villivakkam,32.81705216,66.15665137,6.814301033,68.83924882,Black gram,1314,28-Jun-16
Vilavancode,29.6321052,65.91359954,7.42160832,71.16331975,Black gram,1553,29-Jun-16
Vilathikulam,33.49077065,62.73317204,6.847382891,6.323969079,Black gram,1889,30-Jun-16
Vikravandi,31.86847286,66.74217464,7.191522601,74.22238583,Black gram,1254,01-Jul-16
Veppanahalli,6.323969079,65.62971858,7.01285529,71.64631281,Black gram,571,02-Jul-16
Vellore,28.546224,66.31394098,7.368318809,62.83469851,Black gram,66,03-Jul-16
Velachery,30.02629908,67.88811637,6.323969079,66.47264636,Black gram,81,04-Jul-16
Veerapandi,31.65531175,60.13263713,6.52669158,66.69096751,Black gram,18,05-Jul-16
Vedasandur,30.33499674,63.54718862,6.872594461,74.16699119,Black gram,20,06-Jul-16
Vedaranyam,33.36984395,65.67718163,6.874142175,64.89517488,Black gram,53,07-Jul-16
Vasudevanallur,31.4345059,62.99303471,7.76061831,64.77651469,Black gram,41,08-Jul-16
Vanur,6.323969079,63.29103387,6.781841984,68.56507978,Black gram,277,09-Jul-16
Vaniyambadi,32.63918668,61.3009051,7.326980454,61.83876146,Black gram,322,10-Jul-16
Vandavasi,32.7477393,67.77954584,7.453975408,63.37784443,Black gram,733,11-Jul-16
Valparai,51.39517949,46.57918798,6.332918625,6.323969079,Adzuki Beans,884,12-Jul-16
Uthiramerur,51.75069737,54.66240343,6.511771922,166.146187,Adzuki Beans,969,13-Jul-16
Uthangarai,53.01740027,49.8642052,5.299104443,65.95904867,Adzuki Beans,931,14-Jul-16
Usilampatti,53.21109199,61.44086749,5.32286361,64.15283797,Adzuki Beans,874,15-Jul-16
Ulundurpettai,50.87508935,52.11889124,7.377994241,163.4526817,Adzuki Beans,906,16-Jul-16
Udumalaipettai,54.70864679,50.61326461,5.213408041,133.6208476,Adzuki Beans,881,17-Jul-16
